GDP per capita (current US$),"Inflation, GDP deflator (annual %)","Inflation, consumer prices (annual %)","Life expectancy at birth, total (years)",Population growth (annual %),ratio_population ages 65 and above,ratio_urban population,Urban population growth (annual %)
-0.9378050057659891,-0.46679837191199813,-0.9814174585332934,-1.5068432248271948,1.8373433501474876,-1.194228040037848,-1.5462857745450933,1.6996373018328748
-0.7820269737809091,-0.1435634738019576,0.9369877828976587,0.16141032741349823,0.7655575590073912,-0.7124171171250548,0.3144152370822224,0.7313719673189057
-0.4917292223075597,2.4772661960734412,-0.9814174585332934,0.24585901171575683,-0.030324450880619754,0.0929704624579,1.0530120681831108,-0.3178563280846524
1.2984142226801028,-0.27869833104275676,-0.1604034190451553,1.0749415017967408,0.17050256921391277,0.7066887947941161,0.8229453299174816,-0.16885423040640615
1.08274183920526,-0.3429979531982402,-0.10876476393119758,0.895366172813065,-0.5099833383983957,1.128685773435519,-0.26033947687341524,-0.5009134376745983
-0.596374849059311,-0.04570997985503633,1.0177833164196337,-0.02059779583154886,-0.30384122339210284,-0.2699343784316911,0.8500207877447246,-0.40415871068706216
-0.9057473610903629,-0.325825113580582,-0.46783610936994857,-1.9077752432071053,1.6504390121835595,-1.1728772393432036,-1.3807322691677657,2.3392241700755485
-0.875047961590043,-0.3232834551146805,0.19670938401509439,-0.5415574875774366,0.16752097654598644,-0.8262991019099741,-1.6229511551185443,1.002200828010931
0.9408658726921114,-0.2646834347663293,-0.09379154221782522,0.9598734682780455,0.11115156597659037,0.937070636054233,0.6409377255186383,-0.2444650292017785
-0.9103655209177476,-0.33253183007340487,-0.49346742807555927,-2.805707691911379,2.160513242901992,-1.24754023166028,-1.6431733367540595,1.8984301841033016
-0.5207570468271475,-0.2709834025215815,-0.09012303520614184,0.42195444169154306,-0.6493023586788924,0.1562548991348315,-0.19195607866397932,0.5182642624720363
-0.6874155530902912,-0.14777349776940235,0.5476142930921666,0.12624265614242286,0.526875502275789,-0.38219937589870234,0.6255120470863837,0.29162622523019943
-0.44043280789314804,-0.3224417322029799,-0.23079198675933854,0.5592317549865362,-0.19028017399827515,-0.14433559110704192,0.583740780296558,0.13432616572073094
-0.612112053877845,5.475720988331976,-0.9814174585332934,0.28411156643166363,-1.1340179797998073,0.6046472035198084,0.46941799734589024,-1.1648839457761355
1.5352528294609977,-0.3504705441656983,-0.5349805121674228,0.8658340569082805,-0.5591397011473878,1.2438301916143553,0.8962506841901047,-0.7073535180672419
-0.693396273217399,-0.3771258970310224,-0.958738621183042,0.11187224076191486,0.5433428138457931,-0.4981132052238461,-0.04559637805337246,0.200125089653291
-0.8136635137314016,0.5820400637214243,4.68059227471354,-0.4523529412977308,0.7625256670049531,-0.8836413817893349,-0.8794479173215021,0.2211726936236744
-0.7177780930545457,-0.456983618441568,-0.37669618546293715,-0.8818458389043714,-0.8572194206926368,-0.7817842936588876,-0.3303784559432612,-0.39045024736924855
1.0528132693085452,-0.35382276516688715,-0.5032878309882705,0.9352439344169804,-0.8280203431008434,1.558658066459841,0.7964351370957926,-0.9508580085876412
0.9698163572894426,-0.3205588279971269,-0.2751071423734684,0.8299942321711735,-0.7903372736119983,1.5158981387826282,0.4799137861761833,-0.9174248506234226
-0.1716210450735417,-0.4559995657893936,-0.8047497532150096,0.8573694376998986,-1.2305445681538263,1.540782136427194,0.5582355114185724,-1.005081645598732
-0.8563615996973356,-0.13901199597394234,1.0529896321195602,-0.600453054011675,-0.019326661195043122,-0.6277926561840109,-1.2041570182489256,0.5213669297137208
0.6600254167858833,-0.44902134502286917,-0.8308604199403388,1.2555075047322117,-1.2006491647888566,2.563217903879176,1.0416135236851378,-1.2175916847175752
-0.8614737389746773,-0.1138446682957169,1.6517204947240471,-1.5586949740624017,0.9679839264877206,-1.1470561361622904,-1.4776119708273945,1.5854467596224542
-0.550937691421321,-0.11715122660076836,1.1344917848326248,-0.26049889839126383,-0.18171880801955606,-0.4346047525031393,0.5997711223303392,-0.2673222751260924
-0.7985018053914426,-0.39598580275889395,-0.5370136473090132,-0.07599716102831086,0.06493923673667513,-0.5679346627560187,-0.08525573514928002,0.2776371550861786
-0.8916437237270216,-0.08688085596176406,1.0213238102618694,-0.711868761094164,0.46135010235966506,-0.6998130738962809,-1.7662963916250463,1.438112702152853
1.1844362797036343,-0.312569910804055,-0.11701687036145264,0.9169979774566978,-0.42664921882163087,1.1741690269072538,1.0475246990755163,-0.4031557075615016
0.8359188520449323,-0.25537728947790944,-0.022450479507945945,0.9576281496569147,0.5729739936419591,0.6184454076230969,0.8422881307170668,0.101126563680418
-0.9153961896638333,-0.36902883604269016,-0.08630945082269374,-1.6014720244973948,2.641349603885537,-1.1921553679304728,-1.9087309713770182,1.9744050690263366
2.2314975328987328,-0.12068062345152147,0.05388922562554731,1.0762582203402686,-0.35776449269498295,0.9106880231147554,0.68469492696075,-0.33532693336176683
-0.4850817960576141,0.0692033651008618,0.9060526124440241,-0.3582752823893204,-1.1075402571970112,0.5591827964986639,0.37043447104505456,-1.064411388181772
-0.9062471449786397,-0.19675036110123306,0.876288883932696,-1.0632369854604518,1.340986771527851,-1.1030103551680188,-1.8774870778304666,1.0317198057652035
-0.7717729489810797,-0.4149814140162393,-0.2218932081266114,-0.2549204008285265,0.21454343668334197,-0.8394976912375209,-1.8481782774017348,-0.9693784494331369
-0.029244973287588145,-0.10129536834720108,-0.4417403418924727,0.308919170800517,0.4221684664303828,-1.198771202605221,0.7419545058972352,0.11367990800442368
-0.9176426463276017,0.20530895592577417,-0.9814174585332934,-1.9102174426009288,1.2612041026343244,-1.0914738302890157,-0.889763157212128,1.2752427098815875
1.73888664967641,-0.2956096342584894,-0.6502907234432794,1.158396377103052,-1.5239925886991978,0.18200222821215983,1.367413814396659,-1.522089364804984
-0.6704343565720629,-0.10803919413271737,0.9539146157276218,-1.2337025031494222,0.0017144258487277776,-0.7042909635946331,0.06633221506582868,0.15170870388967167
0.2292111913368396,-0.3621217663461026,-0.34645553132171447,1.111119911302181,-0.6050251268288027,1.2002479824918764,0.6046225494478031,-0.622225093039015
2.511901723719883,-0.45828861759387113,-0.8303930456421164,1.1626600371487519,-0.24206457718352303,1.0702958060998704,0.3415299855162207,-0.5192671773356304
0.80703336186804,-0.30003676773950094,-0.9814174585332934,0.6087184269140392,-0.2083823171465688,-1.332633178145909,0.8485606264005486,-0.32331635665688185
0.7786897698955738,-0.30540969933122863,-0.07859149406133638,0.8260816970704077,-0.5763280707155899,1.0660513414372694,0.7256417287172829,-0.6002779761170339
1.6468141465645951,-0.3011891479166811,0.11990018281797332,0.4226642156873875,-0.4601514911074492,0.6880676056804891,0.6790270554598298,-0.5552716081708583
-0.6933074187735272,1.9739867504505653,-0.9814174585332934,-0.38823878036932147,-2.6523827190866447,-0.4654505979666383,0.9060949953420313,-2.3348912282811765
